code,readability_level
"def is_type_comment(leaf: Leaf, mode: Mode) -> bool:
    """"""Return True if the given leaf is a type comment. This function should only
    be used for general type comments (excluding ignore annotations, which should
    use `is_type_ignore_comment`). Note that general type comments are no longer
    used in modern version of Python, this function may be deprecated in the future.""""""
    t = leaf.type
    v = leaf.value
    return t in {token.COMMENT, STANDALONE_COMMENT} and is_type_comment_string(v, mode)",Medium
"def is_type_ignore_comment(leaf: Leaf, mode: Mode) -> bool:
    """"""Return True if the given leaf is a type comment with ignore annotation.""""""
    t = leaf.type
    v = leaf.value
    return t in {token.COMMENT, STANDALONE_COMMENT} and is_type_ignore_comment_string(
        v, mode
    )",Medium
"def is_part_of_annotation(leaf: Leaf) -> bool:
    """"""Returns whether this leaf is part of a type annotation.""""""
    assert leaf.parent is not None
    return get_annotation_type(leaf) is not None",Medium
"def format_hex(text: str) -> str:
    """"""
    Formats a hexadecimal string like ""0x12B3""
    """"""
    before, after = text[:2], text[2:]
    return f""{before}{after.upper()}""",Medium
"def format_scientific_notation(text: str) -> str:
    """"""Formats a numeric string utilizing scientific notation""""""
    before, after = text.split(""e"")
    sign = """"
    if after.startswith(""-""):
        after = after[1:]
        sign = ""-""
    elif after.startswith(""+""):
        after = after[1:]
    before = format_float_or_int_string(before)
    return f""{before}e{sign}{after}""",Medium
"def format_complex_number(text: str) -> str:
    """"""Formats a complex string like `10j`""""""
    number = text[:-1]
    suffix = text[-1]
    return f""{format_float_or_int_string(number)}{suffix}""",Medium
"def format_float_or_int_string(text: str) -> str:
    """"""Formats a float string like ""1.0"".""""""
    if ""."" not in text:
        return text

    before, after = text.split(""."")
    return f""{before or 0}.{after or 0}""",Medium
"def out(message: str | None = None, nl: bool = True, **styles: Any) -> None:
    _out(message, nl=nl, **styles)",Medium
"def err(message: str | None = None, nl: bool = True, **styles: Any) -> None:
    _err(message, nl=nl, **styles)",Medium
"def ipynb_diff(a: str, b: str, a_name: str, b_name: str) -> str:
    """"""Return a unified diff string between each cell in notebooks `a` and `b`.""""""
    a_nb = json.loads(a)
    b_nb = json.loads(b)
    diff_lines = [
        diff(
            """".join(a_nb[""cells""][cell_number][""source""]) + ""\n"",
            """".join(b_nb[""cells""][cell_number][""source""]) + ""\n"",
            f""{a_name}:cell_{cell_number}"",
            f""{b_name}:cell_{cell_number}"",
        )
        for cell_number, cell in enumerate(a_nb[""cells""])
        if cell[""cell_type""] == ""code""
    ]
    return """".join(diff_lines)


_line_pattern = re.compile(r""(.*?(?:\r\n|\n|\r|$))"")",Low
"def color_diff(contents: str) -> str:
    """"""Inject the ANSI color codes to the diff.""""""
    if not _color_enabled():
        return contents
    lines = contents.split(""\n"")
    for i, line in enumerate(lines):
        if line.startswith(""+++"") or line.startswith(""---""):
            line = ""\033[1m"" + line + ""\033[0m""  # bold, reset
        elif line.startswith(""@@""):
            line = ""\033[36m"" + line + ""\033[0m""  # cyan, reset
        elif line.startswith(""+""):
            line = ""\033[32m"" + line + ""\033[0m""  # green, reset
        elif line.startswith(""-""):
            line = ""\033[31m"" + line + ""\033[0m""  # red, reset
        lines[i] = line
    return ""\n"".join(lines)",Medium
"def dump_to_file(*output: str, ensure_final_newline: bool = True) -> str:
    """"""Dump `output` to a temporary file. Return path to the file.""""""
    with tempfile.NamedTemporaryFile(
        mode=""w"", prefix=""blk_"", suffix="".log"", delete=False, encoding=""utf8""
    ) as f:
        for lines in output:
            f.write(lines)
            if ensure_final_newline and lines and lines[-1] != ""\n"":
                f.write(""\n"")
    return f.name",Medium
"class ASTSafetyError(Exception):
    """"""Raised when Black's generated code is not equivalent to the old AST.""""""",Medium
"class SourceASTParseError(Exception):
    """"""Raised when the source file cannot be parsed by ast.parse().

    This is not a bug in Black — Black's lib2to3-based parser is more lenient
    than Python's ast.parse(), so it may accept code that ast.parse() rejects.
    In blackd, this should be reported as a 400 Bad Request.
    """"""",Low
"def parse_line_ranges(line_ranges: Sequence[str]) -> list[tuple[int, int]]:
    lines: list[tuple[int, int]] = []
    for lines_str in line_ranges:
        parts = lines_str.split(""-"")
        if len(parts) != 2:
            raise ValueError(
                ""Incorrect --line-ranges format, expect 'START-END', found""
                f"" {lines_str!r}""
            )
        try:
            start = int(parts[0])
            end = int(parts[1])
        except ValueError:
            raise ValueError(
                ""Incorrect --line-ranges value, expect integer ranges, found""
                f"" {lines_str!r}""
            ) from None
        else:
            lines.append((start, end))
    return lines",Medium
"def _leaf_line_end(leaf: Leaf) -> int:
    """"""Returns the line number of the leaf node's last line.""""""
    if leaf.type == NEWLINE:
        return leaf.lineno
    else:
        # Leaf nodes like multiline strings can occupy multiple lines.
        return leaf.lineno + str(leaf).count(""\n"")",Medium
"class Ok(Generic[T]):
    def __init__(self, value: T) -> None:
        self._value = value

    def ok(self) -> T:
        return self._value",Low
"class Err(Generic[E]):
    def __init__(self, e: E) -> None:
        self._e = e

    def err(self) -> E:
        return self._e


Result = Union[Ok[T], Err[E]]",Low
"def get_schema(tool_name: str = ""black"") -> Any:
    """"""Get the stored complete schema for black's settings.""""""
    assert tool_name == ""black"", ""Only black is supported.""

    pkg = ""black.resources""
    fname = ""black.schema.json""

    schema = importlib.resources.files(pkg).joinpath(fname)
    with schema.open(encoding=""utf-8"") as f:
        return json.load(f)",Medium
"def lines_with_leading_tabs_expanded(s: str) -> list[str]:
    """"""
    Splits string into lines and expands only leading tabs.

    Black normalizes code indentation to four-space columns, so leading tabs in
    docstrings need the same width to keep relative indentation stable.
    """"""
    lines = []
    for line in s.splitlines():
        stripped_line = line.lstrip()
        if not stripped_line or stripped_line == line:
            lines.append(line)
        else:
            prefix_length = len(line) - len(stripped_line)
            prefix = line[:prefix_length].expandtabs(4)
            lines.append(prefix + stripped_line)
    if s.endswith(""\n""):
        lines.append("""")
    return lines",Medium
"def count_chars_in_width(line_str: str, max_width: int) -> int:
    """"""Count the number of characters in `line_str` that would fit in a
    terminal or editor of `max_width` (which respects Unicode East Asian
    Width).
    """"""
    total_width = 0
    for i, char in enumerate(line_str):
        width = char_width(char)
        if width + total_width > max_width:
            return i
        total_width += width
    return len(line_str)",Medium
"class CustomSplit:
    """"""A custom (i.e. manual) string split.

    A single CustomSplit instance represents a single substring.

    Examples:
        Consider the following string:
        ```
        ""Hi there friend.""
        "" This is a custom""
        f"" string {split}.""
        ```

        This string will correspond to the following three CustomSplit instances:
        ```
        CustomSplit(False, 16)
        CustomSplit(False, 17)
        CustomSplit(True, 16)
        ```
    """"""

    has_prefix: bool
    break_idx: int


CustomSplitMapKey = tuple[StringID, str]


@trait",Medium
"def load_grammar(
    gt: str = ""Grammar.txt"",
    gp: str | None = None,
    save: bool = True,
    force: bool = False,
    logger: Logger | None = None,
) -> Grammar:
    """"""Load the grammar (maybe from a pickle).""""""
    if logger is None:
        logger = logging.getLogger(__name__)
    gp = _generate_pickle_name(gt) if gp is None else gp
    if force or not _newer(gp, gt):
        g: grammar.Grammar = pgen.generate_grammar(gt)
        if save:
            try:
                g.dump(gp)
            except OSError:
                # Ignore error, caching is not vital.
                pass
    else:
        g = grammar.Grammar()
        g.load(gp)
    return g",Low
